Date,Open,High,Low,Close,Adj Close,Volume
2021-04-13,14.400000,14.750000,14.300000,14.700000,14.700000,79542179
2021-04-15,14.700000,14.700000,14.400000,14.550000,14.550000,58323051
2021-04-16,14.550000,14.800000,14.450000,14.600000,14.600000,65324005
2021-04-19,14.200000,14.300000,14.050000,14.200000,14.200000,75069350
2021-04-20,14.300000,14.350000,14.000000,14.050000,14.050000,79998707
2021-04-22,14.000000,14.200000,13.900000,14.050000,14.050000,65105485
2021-04-23,14.000000,14.150000,13.900000,14.000000,14.000000,89475097
2021-04-26,14.050000,14.200000,14.000000,14.050000,14.050000,73016298
2021-04-27,14.050000,15.050000,14.000000,14.750000,14.750000,127545345
2021-04-28,14.800000,15.050000,14.750000,14.800000,14.800000,81387698
2021-04-29,14.950000,15.150000,14.350000,14.500000,14.500000,135559239
2021-04-30,14.500000,14.800000,14.400000,14.550000,14.550000,98365622
2021-05-03,12.850000,14.000000,12.850000,13.900000,13.900000,248997751
2021-05-04,14.000000,14.150000,13.800000,13.850000,13.850000,104431586
2021-05-05,13.950000,14.050000,13.800000,13.850000,13.850000,55591203
2021-05-06,13.900000,13.900000,13.500000,13.550000,13.550000,122661349
2021-05-07,13.650000,13.650000,13.300000,13.350000,13.350000,120981135
2021-05-10,13.400000,13.450000,13.050000,13.100000,13.100000,113970494
2021-05-11,13.100000,13.400000,13.000000,13.150000,13.150000,141571542
2021-05-12,13.150000,13.750000,13.100000,13.300000,13.300000,159663998
2021-05-14,13.400000,13.450000,13.150000,13.200000,13.200000,85666983
2021-05-17,13.250000,13.400000,13.250000,13.350000,13.350000,95074257
2021-05-18,13.400000,13.500000,13.250000,13.350000,13.350000,82571190
2021-05-19,13.350000,13.400000,13.200000,13.300000,13.300000,87038860
2021-05-20,13.350000,13.400000,13.150000,13.250000,13.250000,75911849
2021-05-21,13.300000,13.400000,13.150000,13.350000,13.350000,112270395
2021-05-24,13.350000,14.100000,13.300000,13.850000,13.850000,300924526
2021-05-25,13.850000,13.850000,13.450000,13.600000,13.600000,86120404
2021-05-26,13.650000,13.700000,13.400000,13.450000,13.450000,110243035
2021-05-27,13.500000,13.600000,13.300000,13.400000,13.400000,211323869
2021-05-28,13.400000,13.500000,13.300000,13.350000,13.350000,82458603
2021-05-31,13.400000,13.600000,13.350000,13.500000,13.500000,65555223
2021-06-01,13.500000,13.550000,13.300000,13.350000,13.350000,59365980
2021-06-02,13.350000,13.600000,13.350000,13.450000,13.450000,77114380
2021-06-03,13.500000,13.600000,13.400000,13.500000,13.500000,87413665
2021-06-04,13.550000,13.900000,13.500000,13.750000,13.750000,183326321
2021-06-07,13.850000,15.200000,13.800000,15.050000,15.050000,566089990
2021-06-08,15.200000,15.550000,14.550000,14.750000,14.750000,283140374
2021-06-09,14.850000,15.050000,14.100000,14.200000,14.200000,224789425
2021-06-10,14.250000,14.800000,14.200000,14.650000,14.650000,128849317
2021-06-11,14.900000,15.000000,14.350000,14.400000,14.400000,135479511
2021-06-14,14.400000,14.400000,13.900000,14.100000,14.100000,157306721
2021-06-15,14.150000,14.350000,14.050000,14.100000,14.100000,76892324
2021-06-16,14.150000,14.300000,14.000000,14.000000,14.000000,77914829
2021-06-17,13.900000,14.100000,13.700000,13.750000,13.750000,104336143
2021-06-18,13.800000,13.900000,13.450000,13.750000,13.750000,105351801
2021-06-21,13.650000,14.050000,13.350000,13.900000,13.900000,123963605
2021-06-22,14.100000,14.100000,13.750000,13.800000,13.800000,93776874
2021-06-23,13.850000,13.950000,13.600000,13.700000,13.700000,78472594
2021-06-24,13.750000,13.900000,13.600000,13.600000,13.600000,83838008
2021-06-25,13.650000,13.750000,13.550000,13.650000,13.650000,64386105
2021-06-28,13.700000,13.800000,13.600000,13.650000,13.650000,55278874
2021-06-29,13.650000,13.800000,13.500000,13.550000,13.550000,77004331
2021-06-30,13.600000,13.900000,13.500000,13.550000,13.550000,106479676
2021-07-01,13.550000,13.700000,13.500000,13.550000,13.550000,70546748
2021-07-02,13.550000,13.700000,13.500000,13.550000,13.550000,55229264
2021-07-05,13.650000,13.650000,13.450000,13.450000,13.450000,70053302
2021-07-06,13.450000,13.550000,13.300000,13.350000,13.350000,62417703
2021-07-07,13.350000,13.450000,13.300000,13.300000,13.300000,61558174
2021-07-08,13.350000,13.450000,13.300000,13.350000,13.350000,68507663
2021-07-09,13.350000,13.350000,13.200000,13.250000,13.250000,67070257
2021-07-12,13.250000,13.350000,13.050000,13.100000,13.100000,102986230
2021-07-13,13.150000,13.250000,12.950000,13.000000,13.000000,101454204
2021-07-14,13.050000,13.050000,13.000000,13.050000,13.050000,36945483
2021-07-15,13.050000,13.850000,13.000000,13.550000,13.550000,184390448
2021-07-16,13.600000,13.600000,13.300000,13.400000,13.400000,66607893
2021-07-19,13.300000,13.350000,13.150000,13.200000,13.200000,96849269
2021-07-20,13.250000,13.250000,12.900000,12.950000,12.950000,133935082
2021-07-22,13.050000,13.200000,13.000000,13.000000,13.000000,52313522
2021-07-23,13.100000,13.200000,13.000000,13.050000,13.050000,67760836
2021-07-26,13.800000,14.100000,13.250000,13.300000,13.300000,252916364
2021-07-27,13.350000,13.400000,13.000000,13.050000,13.050000,135122387
2021-07-28,13.100000,13.100000,12.850000,12.950000,12.950000,129141525
2021-07-29,13.000000,13.050000,12.800000,12.850000,12.850000,74498391
2021-07-30,12.900000,12.950000,12.700000,12.750000,12.750000,99429624
2021-08-02,12.850000,12.900000,12.700000,12.750000,12.750000,92948479
2021-08-03,12.800000,12.850000,12.700000,12.750000,12.750000,62836740
2021-08-04,12.800000,12.850000,12.600000,12.650000,12.650000,93050718
2021-08-05,12.650000,12.700000,12.300000,12.400000,12.400000,83509704
2021-08-06,12.450000,12.750000,12.400000,12.500000,12.500000,64413341
2021-08-09,12.600000,12.650000,12.400000,12.450000,12.450000,45466916
2021-08-10,12.400000,12.950000,12.300000,12.300000,12.300000,87906293
2021-08-11,12.350000,12.350000,11.900000,11.950000,11.950000,120719125
2021-08-12,12.000000,12.150000,11.900000,11.950000,11.950000,75856427
2021-08-13,12.000000,12.050000,11.850000,11.900000,11.900000,78563651
2021-08-16,11.950000,11.950000,11.600000,11.700000,11.700000,63301331
2021-08-17,11.700000,11.750000,11.200000,11.250000,11.250000,102193711
2021-08-18,11.300000,11.450000,11.100000,11.300000,11.300000,100746217
2021-08-20,11.200000,11.200000,11.050000,11.150000,11.150000,74548015
2021-08-23,11.250000,11.300000,10.500000,10.800000,10.800000,129880959
2021-08-24,10.850000,11.250000,10.700000,11.000000,11.000000,128570784
2021-08-25,10.950000,11.150000,10.800000,10.950000,10.950000,99499009
2021-08-26,10.950000,11.250000,10.900000,10.950000,10.950000,91932265
2021-08-27,10.950000,11.150000,10.900000,11.050000,11.050000,62585083
2021-08-30,11.150000,11.150000,10.800000,10.900000,10.900000,115836903
2021-08-31,10.900000,11.000000,10.750000,10.800000,10.800000,89884569
2021-09-01,10.800000,11.400000,10.750000,11.100000,11.100000,151330531
2021-09-02,11.150000,11.400000,10.950000,11.150000,11.150000,159594864
2021-09-03,11.200000,11.250000,11.050000,11.100000,11.100000,111419956
2021-09-06,11.150000,11.200000,10.950000,11.000000,11.000000,58976619
2021-09-07,11.050000,11.050000,10.800000,10.900000,10.900000,59519176
2021-09-08,10.950000,11.400000,10.900000,10.900000,10.900000,146456916
2021-09-09,10.900000,11.100000,10.800000,10.950000,10.950000,89310141
2021-09-13,11.000000,11.150000,10.900000,11.100000,11.100000,115738343
2021-09-14,11.100000,12.850000,11.050000,12.450000,12.450000,777602458
2021-09-15,12.600000,12.850000,12.300000,12.700000,12.700000,338102064
2021-09-16,12.950000,15.050000,12.900000,14.700000,14.700000,910231884
2021-09-17,14.350000,14.500000,12.950000,13.250000,13.250000,582883624
2021-09-20,13.000000,13.750000,12.700000,12.800000,12.800000,180681962
2021-09-21,12.900000,13.050000,12.550000,13.000000,13.000000,110549666
2021-09-22,13.100000,13.400000,13.050000,13.150000,13.150000,90746640
2021-09-23,13.250000,13.350000,12.950000,13.000000,13.000000,78550572
2021-09-24,13.000000,13.300000,12.800000,12.850000,12.850000,71409608
2021-09-27,13.000000,13.000000,12.800000,12.900000,12.900000,54816217
2021-09-28,13.000000,13.200000,12.550000,12.750000,12.750000,115261485
2021-09-29,12.650000,12.850000,12.200000,12.300000,12.300000,195039117
2021-09-30,12.350000,12.750000,12.300000,12.550000,12.550000,67706218
2021-10-01,12.500000,13.400000,12.400000,12.850000,12.850000,199414914
2021-10-04,13.050000,13.200000,13.000000,13.100000,13.100000,88762032
2021-10-05,13.100000,13.200000,13.000000,13.100000,13.100000,96849882
2021-10-06,13.150000,13.500000,13.000000,13.050000,13.050000,124309047
2021-10-07,13.150000,13.450000,12.850000,13.150000,13.150000,150895888
2021-10-08,13.300000,13.500000,13.150000,13.200000,13.200000,82980014
2021-10-11,13.300000,13.350000,13.050000,13.050000,13.050000,58760797
2021-10-12,13.100000,13.350000,13.000000,13.200000,13.200000,107152589
2021-10-13,13.300000,13.350000,13.200000,13.250000,13.250000,76105307
2021-10-14,13.250000,13.450000,13.200000,13.200000,13.200000,82128218
2021-10-18,13.450000,14.350000,13.350000,13.950000,13.950000,327306508
2021-10-19,14.100000,14.250000,13.500000,13.600000,13.600000,146859092
2021-10-20,13.600000,13.750000,13.300000,13.500000,13.500000,100540663
2021-10-21,13.600000,14.450000,13.500000,14.300000,14.300000,248334945
2021-10-22,14.550000,14.650000,13.400000,13.750000,13.750000,332024855
2021-10-25,14.000000,14.100000,13.200000,13.350000,13.350000,156375061
2021-10-26,13.350000,13.650000,13.250000,13.450000,13.450000,103292300
2021-10-27,13.500000,13.600000,13.000000,13.050000,13.050000,148970323
2021-10-28,13.100000,13.100000,12.650000,12.750000,12.750000,122032074
2021-10-29,12.950000,13.050000,12.550000,12.800000,12.800000,105143336
2021-11-01,12.850000,13.250000,12.700000,13.050000,13.050000,95919811
2021-11-02,13.050000,13.250000,13.000000,13.050000,13.050000,60470098
2021-11-03,13.100000,13.150000,12.950000,13.000000,13.000000,50990867
2021-11-04,13.050000,13.250000,13.000000,13.150000,13.150000,25871499
2021-11-08,13.200000,13.450000,13.050000,13.100000,13.100000,68845607
2021-11-09,13.150000,13.250000,13.050000,13.100000,13.100000,40719001
2021-11-10,13.100000,13.150000,13.000000,13.000000,13.000000,42806649
2021-11-11,13.250000,13.600000,13.200000,13.250000,13.250000,122452763
2021-11-12,13.300000,13.400000,13.050000,13.150000,13.150000,43718885
2021-11-15,13.200000,13.250000,13.000000,13.050000,13.050000,48088769
2021-11-16,13.100000,13.200000,13.000000,13.050000,13.050000,58369877
2021-11-17,13.000000,13.150000,12.950000,13.000000,13.000000,33082573
2021-11-18,13.050000,13.050000,12.800000,12.850000,12.850000,59537598
2021-11-22,12.850000,12.900000,12.500000,12.550000,12.550000,84612273
2021-11-23,12.550000,12.700000,12.450000,12.550000,12.550000,69774910
2021-11-24,12.600000,12.950000,12.450000,12.600000,12.600000,61441021
2021-11-25,12.600000,12.800000,12.550000,12.750000,12.750000,49158856
2021-11-26,12.650000,12.700000,12.400000,12.450000,12.450000,74233939
2021-11-29,12.350000,12.450000,12.150000,12.150000,12.150000,68776074
2021-11-30,12.150000,12.950000,12.100000,12.400000,12.400000,187690847
2021-12-01,12.250000,12.700000,12.150000,12.450000,12.450000,111430763
2021-12-02,12.600000,12.700000,12.500000,12.600000,12.600000,42857712
2021-12-03,12.650000,12.700000,12.500000,12.550000,12.550000,59708926
2021-12-06,12.600000,12.900000,12.500000,12.600000,12.600000,82373982
2021-12-07,12.650000,13.700000,12.600000,13.100000,13.100000,318018723
2021-12-08,13.250000,13.450000,13.100000,13.250000,13.250000,89385559
2021-12-09,13.300000,14.200000,13.250000,14.000000,14.000000,371016070
2021-12-10,14.200000,14.650000,14.050000,14.450000,14.450000,287016764
2021-12-13,14.700000,14.950000,13.800000,14.000000,14.000000,255950390
2021-12-14,13.800000,14.200000,13.700000,13.950000,13.950000,137444898
2021-12-15,13.900000,14.150000,13.700000,13.750000,13.750000,113529974
2021-12-16,13.900000,14.050000,13.300000,13.400000,13.400000,122729693
2021-12-17,13.550000,13.600000,13.050000,13.150000,13.150000,111405508
2021-12-20,13.050000,13.050000,12.550000,12.750000,12.750000,126631534
2021-12-21,13.050000,13.250000,12.850000,13.000000,13.000000,82841162
2021-12-22,13.200000,13.700000,13.150000,13.650000,13.650000,131722111
2021-12-23,13.800000,13.850000,13.500000,13.550000,13.550000,71313187
2021-12-24,13.600000,13.650000,13.150000,13.250000,13.250000,84988162
2021-12-27,13.150000,13.450000,13.050000,13.200000,13.200000,62329124
2021-12-28,13.250000,13.600000,13.200000,13.450000,13.450000,97031374
2021-12-29,13.500000,14.150000,13.450000,13.900000,13.900000,125963208
2021-12-30,13.900000,13.950000,13.500000,13.550000,13.550000,77192964
2021-12-31,13.650000,13.900000,13.600000,13.700000,13.700000,72947892
2022-01-03,13.700000,14.400000,13.650000,14.050000,14.050000,233646824
2022-01-04,14.100000,14.650000,14.050000,14.500000,14.500000,239478313
2022-01-05,14.550000,14.950000,14.400000,14.500000,14.500000,312373031
2022-01-06,14.250000,14.450000,14.100000,14.250000,14.250000,125481711
2022-01-07,14.300000,14.550000,13.450000,13.950000,13.950000,163782823
2022-01-10,13.950000,14.250000,13.900000,14.000000,14.000000,85450112
2022-01-11,14.100000,14.200000,13.800000,13.900000,13.900000,108029504
2022-01-12,13.950000,14.000000,13.700000,13.750000,13.750000,70742108
2022-01-13,13.850000,14.200000,13.600000,14.000000,14.000000,132643682
2022-01-14,13.950000,14.150000,13.850000,14.050000,14.050000,76620802
2022-01-17,14.100000,14.200000,14.000000,14.100000,14.100000,46460460
2022-01-18,14.100000,14.150000,13.700000,13.800000,13.800000,98757385
2022-01-19,13.900000,13.900000,13.700000,13.800000,13.800000,79519938
2022-01-20,13.800000,14.000000,13.750000,13.800000,13.800000,54861059
2022-01-21,13.850000,13.850000,13.600000,13.750000,13.750000,67086949
2022-01-24,14.200000,14.200000,13.400000,13.450000,13.450000,200908635
2022-01-25,13.350000,13.800000,13.250000,13.600000,13.600000,98939782
2022-01-27,13.500000,13.650000,13.350000,13.550000,13.550000,95789692
2022-01-28,13.550000,13.800000,13.300000,13.350000,13.350000,81562705
2022-01-31,13.500000,13.600000,13.200000,13.300000,13.300000,82299006
2022-02-01,13.400000,13.600000,13.100000,13.350000,13.350000,108761671
2022-02-02,13.500000,13.800000,13.400000,13.650000,13.650000,74842792
2022-02-03,13.650000,13.700000,13.350000,13.450000,13.450000,59047564
2022-02-04,13.600000,13.850000,13.550000,13.700000,13.700000,102260941
2022-02-07,13.900000,14.150000,13.700000,13.950000,13.950000,107878882
2022-02-08,14.050000,14.250000,14.000000,14.150000,14.150000,148021736
2022-02-09,14.250000,14.350000,14.050000,14.100000,14.100000,68633731
2022-02-10,14.150000,14.200000,13.800000,13.850000,13.850000,65567550
2022-02-11,13.850000,14.200000,13.750000,13.900000,13.900000,105169399
2022-02-14,13.800000,13.850000,13.200000,13.250000,13.250000,115019220
2022-02-15,13.300000,13.600000,13.050000,13.500000,13.500000,97078149
2022-02-16,13.650000,13.700000,13.500000,13.550000,13.550000,61575713
2022-02-17,13.650000,13.900000,13.400000,13.800000,13.800000,88068465
2022-02-18,13.900000,14.100000,13.800000,13.900000,13.900000,67852119
2022-02-21,13.750000,13.800000,13.600000,13.650000,13.650000,64338345
2022-02-22,13.450000,13.750000,13.350000,13.600000,13.600000,110047883
2022-02-23,13.700000,13.900000,13.600000,13.850000,13.850000,74202361
2022-02-24,13.450000,13.650000,12.500000,12.600000,12.600000,172480925
2022-02-25,12.850000,13.350000,12.850000,13.150000,13.150000,102883520
2022-02-28,13.050000,13.350000,12.900000,13.250000,13.250000,138460582
2022-03-02,13.200000,13.250000,12.600000,12.900000,12.900000,129830542
2022-03-03,13.150000,13.200000,12.800000,12.950000,12.950000,118672276
2022-03-04,13.200000,13.200000,12.750000,12.800000,12.800000,126930611
2022-03-07,12.700000,12.800000,12.600000,12.650000,12.650000,88242222
2022-03-08,12.650000,12.850000,12.600000,12.750000,12.750000,86562937
2022-03-09,12.800000,12.950000,12.650000,12.750000,12.750000,122615702
2022-03-10,12.900000,13.000000,12.750000,12.850000,12.850000,123845769
2022-03-11,12.850000,12.900000,12.700000,12.750000,12.750000,58891356
2022-03-14,12.750000,12.850000,12.650000,12.700000,12.700000,69297435
2022-03-15,12.800000,12.800000,12.600000,12.700000,12.700000,82661443
2022-03-16,12.800000,12.850000,12.750000,12.800000,12.800000,63630406
2022-03-17,12.900000,13.400000,12.250000,12.950000,12.950000,820519351
2022-03-21,13.200000,13.450000,12.900000,12.950000,12.950000,132143743
2022-03-22,13.050000,13.050000,12.750000,12.800000,12.800000,80397218
2022-03-23,12.900000,13.000000,12.800000,12.850000,12.850000,77401990
2022-03-24,12.800000,12.850000,12.750000,12.750000,12.750000,46327191
2022-03-25,12.800000,12.850000,12.650000,12.700000,12.700000,48911163
2022-03-28,12.750000,12.800000,12.500000,12.550000,12.550000,81110072
2022-03-29,12.600000,12.800000,12.450000,12.550000,12.550000,89485918
2022-03-30,12.650000,12.750000,12.100000,12.250000,12.250000,234110133
2022-03-31,12.250000,12.450000,12.200000,12.300000,12.300000,94468344
2022-04-01,12.250000,12.700000,12.250000,12.650000,12.650000,87342736
2022-04-04,12.750000,13.200000,12.700000,13.100000,13.100000,114480211
2022-04-05,13.250000,13.250000,12.950000,13.000000,13.000000,91829702
2022-04-06,13.000000,15.200000,12.900000,14.700000,14.700000,559694362
2022-04-07,15.300000,16.250000,14.900000,15.550000,15.550000,894347658
2022-04-08,15.650000,16.049999,15.150000,15.650000,15.650000,388365991
2022-04-11,15.650000,15.700000,15.000000,15.100000,15.100000,196889010
2022-04-12,15.000000,15.150000,14.400000,14.650000,14.650000,174419841
2022-04-13,14.700000,14.900000,14.500000,14.550000,14.550000,70370226
2022-04-18,14.450000,14.450000,13.800000,14.100000,14.100000,99356804
2022-04-19,14.100000,14.200000,13.550000,13.750000,13.750000,75612704
2022-04-20,13.800000,14.150000,13.700000,13.900000,13.900000,78987240
2022-04-21,14.000000,14.250000,13.950000,14.150000,14.150000,75566285
2022-04-22,14.050000,14.200000,13.900000,13.950000,13.950000,55184187
2022-04-25,13.850000,13.900000,13.650000,13.750000,13.750000,80863122
2022-04-26,13.700000,14.050000,13.650000,13.750000,13.750000,53580878
2022-04-27,13.700000,13.750000,13.500000,13.550000,13.550000,50823471
2022-04-28,13.600000,13.750000,13.450000,13.650000,13.650000,52950069
2022-04-29,13.700000,13.950000,13.550000,13.650000,13.650000,79999730
2022-05-02,14.250000,14.500000,13.650000,13.800000,13.800000,154079451
2022-05-04,13.900000,13.950000,13.450000,13.550000,13.550000,100802126
2022-05-05,13.700000,13.800000,13.450000,13.500000,13.500000,62604654
2022-05-06,13.400000,13.400000,13.100000,13.200000,13.200000,70858847
2022-05-09,13.050000,13.200000,12.900000,12.950000,12.950000,80727091
2022-05-10,12.950000,13.200000,12.900000,13.000000,13.000000,69056902
2022-05-11,13.050000,13.100000,12.600000,12.850000,12.850000,97715454
2022-05-12,12.850000,12.850000,12.500000,12.550000,12.550000,108927333
2022-05-13,12.700000,12.850000,12.450000,12.450000,12.450000,69982971
2022-05-16,12.550000,12.800000,12.500000,12.700000,12.700000,46521622
2022-05-17,12.800000,13.500000,12.700000,13.300000,13.300000,162808205
2022-05-18,13.500000,14.000000,13.200000,13.900000,13.900000,197553271
2022-05-19,13.500000,14.050000,13.250000,13.450000,13.450000,162559992
2022-05-20,13.750000,14.300000,13.650000,13.950000,13.950000,154935644
2022-05-23,14.000000,14.150000,13.700000,13.750000,13.750000,121476707
2022-05-24,13.750000,13.900000,13.400000,13.450000,13.450000,81452469
2022-05-25,13.500000,13.550000,12.950000,13.050000,13.050000,88268100
2022-05-26,13.100000,13.450000,12.800000,13.250000,13.250000,50038976
2022-05-27,13.500000,13.550000,13.250000,13.400000,13.400000,45731067
2022-05-30,13.450000,13.550000,13.350000,13.450000,13.450000,35028932
2022-05-31,13.450000,13.500000,13.050000,13.150000,13.150000,61918137
2022-06-01,13.150000,13.300000,13.100000,13.250000,13.250000,34785728
2022-06-02,13.450000,13.550000,13.300000,13.350000,13.350000,38822401
2022-06-03,13.450000,13.550000,13.150000,13.250000,13.250000,35997270
2022-06-06,13.200000,13.350000,13.100000,13.150000,13.150000,32648669
2022-06-07,13.150000,13.250000,13.050000,13.050000,13.050000,31123663
2022-06-08,13.100000,13.450000,13.050000,13.200000,13.200000,40720659
2022-06-09,13.200000,13.250000,13.050000,13.200000,13.200000,31264919
2022-06-10,13.150000,13.200000,12.850000,12.950000,12.950000,43479577
2022-06-13,12.850000,12.950000,12.750000,12.800000,12.800000,41876039
2022-06-14,12.800000,12.900000,12.650000,12.700000,12.700000,28710092
2022-06-15,12.750000,13.000000,12.700000,12.750000,12.750000,45778927
2022-06-16,12.850000,12.900000,12.450000,12.500000,12.500000,60215220
2022-06-17,12.550000,12.700000,12.350000,12.450000,12.450000,89833411
2022-06-20,12.450000,12.750000,12.250000,12.350000,12.350000,93738331
2022-06-21,12.400000,12.650000,12.350000,12.600000,12.600000,39274440
2022-06-22,12.600000,12.600000,12.450000,12.450000,12.450000,26497740
2022-06-23,12.500000,12.650000,12.400000,12.450000,12.450000,27841070
2022-06-24,12.500000,13.050000,12.500000,12.750000,12.750000,86625594
2022-06-27,12.900000,12.950000,12.700000,12.850000,12.850000,33445377
2022-06-28,12.850000,12.900000,12.650000,12.850000,12.850000,33141182
2022-06-29,12.750000,12.900000,12.700000,12.700000,12.700000,26528632
2022-06-30,12.700000,12.800000,12.600000,12.650000,12.650000,33846649
2022-07-01,12.650000,12.750000,12.550000,12.650000,12.650000,18633694
2022-07-04,12.650000,12.750000,12.600000,12.650000,12.650000,21510057
2022-07-05,12.700000,12.850000,12.600000,12.650000,12.650000,20011968
2022-07-06,12.650000,12.700000,12.550000,12.650000,12.650000,23304730
2022-07-07,12.700000,12.950000,12.700000,12.850000,12.850000,27916898
2022-07-08,12.900000,12.950000,12.700000,12.800000,12.800000,19792617
2022-07-11,12.750000,13.350000,12.700000,13.150000,13.150000,92442757
2022-07-12,13.150000,13.700000,13.100000,13.350000,13.350000,92851423
